Index,Ticker,Stock Name,Sector,Industry,PE Ratio,Employees,Beta,Market Cap,VALUE RATIO,VALUE RATIO w/o BETA,EBIT GROWTH YoY,VALUE RATIO WITHOUT EMPLOYEES,
1943,NMRA,"Neumora Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-5.66576087,124,0,"$1,717,394,174.00 ",0,-2444500.101,-0.385103408,$0.00 ,
1992,FTRE,Fortrea Holdings Inc. (CRO Services),Healthcare,Biotechnology,-5.719745223,15500,0,"$1,634,334,000.00 ",0,-18434.54544,-0.659287257,$0.00 ,
1994,SVV,"Savers Value Village, Inc. (Thrift Retail)",Consumer Cyclical,Specialty Retail,22.15051411,22000,0,"$1,623,077,061.00 ",0,3330.678,-0.312128442,$0.00 ,
2072,SVMB,"Jingbo Technology, Inc. (Unknown - Possibly Tech/Industrial)",Financial Services,Shell Companies,-2.457943925,138,0,"$1,460,478,450.00 ",0,-4305703.261,0.244250027,$0.00 ,
2269,BOW,Bowhead Specialty Holdings Inc. (Insurance),Financial Services,Insurance - Property & Casualty,36.45744681,193,0,"$1,124,279,879.00 ",0,159783.1131,1.345201555,$0.00 ,
2392,CBLL,"Ceribell, Inc. (Med Devices)",Healthcare,Healthcare,-7.573065903,229,0,"$964,030,433.00 ",0,-555883.1702,0.166014269,$0.00 ,
2421,GYRE,"GYRE THERAPEUTICS, INC. (Biotech)",Healthcare,Biotechnology,-22.20293998,593,0,"$925,164,394.00 ",0,-70267.37533,-6.80745558,$0.00 ,
2471,AVBP,"ArriVent BioPharma, Inc. (Biotech)",Healthcare,Biotechnology,-10.72614108,40,0,"$869,723,777.00 ",0,-2027112.478,-1.021080583,$0.00 ,
1306,CORZ,"Core Scientific, Inc. (Bitcoin Mining)",Technology,Software - Infrastructure,-2.472663139,286,0,"$4,088,264,213.00 ",0,-5781066.531,1.036639367,$0.00 ,
1951,IBTA,"Ibotta, Inc. (Cashback App - FinTech)",Technology,Software - Application,167.8026316,857,0,"$1,698,618,655.00 ",0,11811.80585,2.389105251,$0.00 ,
2008,WBTN,WEBTOON Entertainment Inc. (Digital Comics Platform),Technology,Software - Application,-9.537638517,1854,0,"$1,598,781,724.00 ",0,-90414.60451,0.683069064,$0.00 ,
3177,ALF,Centurion Acquisition Corp. (SPAC-Fin),Technology,Software - Infrastructure,-3.07E-05,33,0,"$363,493,407.00 ",0,-3.58793E+11,-462996.7918,$0.00 ,
3545,ATGL,Alpha Technology Group Ltd (Unknown - Tech),Technology,Software - Infrastructure,-0.060493387,23,0,"$228,937,500.00 ",0,-164543677.3,-1.424822959,$0.00 ,
3961,ZENA,"ZenaTech, Inc. (Unknown - possibly Tech)",Technology,Software - Infrastructure,-176.2443439,11,0,"$136,178,361.00 ",0,-70242.54354,-0.29218238,$0.00 ,
5499,SUIC,SUIC Worldwide Holdings Ltd. (Fintech/Blockchain),Technology,Information Technology Services,14.31742508,126,0,"$103,461,980.00 ",0,57351.57131,1.80626839,$0.00 ,
4384,LAES,SEALSQ Corp (IoT Cybersecurity),Technology,Semiconductors,-2.290816327,61,0,"$72,647,921.00 ",0,-519879.9705,-2.603174603,$0.00 ,
5507,BBLR,Bubblr Inc. (Ad-free Search/Internet Tech),Technology,Software - Application,30.32928943,164,0,"$56,742,779.00 ",0,11407.86881,1.226858119,$0.00 ,
5102,SYNX,Silynxcom Ltd. (Unknown - Possibly Audio Comms),Technology,Communication Equipment,-11.36042403,29,0,"$15,960,000.00 ",0,-48444.03925,-6.79375,$0.00 ,
2651,DNTH,"Dianthus Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-5.660194175,53,0,"$686,650,400.00 ",0,-2288908.741,-0.621747181,$0.00 ,
5305,MFI,mF International Ltd (Unknown - Possibly Fin),Technology,Software - Application,1.215360392,32,0,"$9,276,167.00 ",0,238513.7945,5.937372563,$0.00 ,
5321,ELWS,"Earlyworks Co., Ltd. (Blockchain Solutions)",Technology,Software - Application,-0.023920653,15,0,"$8,865,217.00 ",0,-24707288.16,0.017872429,$0.00 ,
5338,RYDE,Ryde Group Ltd (Mobility/Transport Tech),Technology,Software - Application,-0.31134719,34,0,"$8,465,324.00 ",0,-799686.4133,-2.322859032,$0.00 ,
5395,JNVR,Janover Inc. (Fintech for Real Estate lending),Technology,Software - Infrastructure,-2.017464619,22,0,"$7,029,470.00 ",0,-158377.6789,-0.979133862,$0.00 ,
5412,UBXG,U-BX Technology Ltd. (Unknown - Tech?),Technology,Software - Infrastructure,-131.5352697,17,0,"$6,682,500.00 ",0,-2988.462609,-6.671832359,$0.00 ,
2666,RAPP,"Rapport Therapeutics, Inc. (Biotech)",Miscellaneous,0,-11.03658537,58,0,"$672,026,578.00 ",0,-1049841.482,-2.489823478,$0.00 ,
2685,TECX,"Tectonic Therapeutic, Inc. (Biotech)",Miscellaneous,0,-4.526748971,44,0,"$651,626,759.00 ",0,-3271597.158,0.57653129,$0.00 ,
2749,CRGX,"CARGO Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-3.583098592,170,0,"$599,741,257.00 ",0,-984591.8711,-1.781340772,$0.00 ,
2757,SERV,Serve Robotics Inc. (Delivery Robots),Industrials,Industrial - Machinery,-12.31481481,67,0,"$594,924,826.00 ",0,-721040.0767,0.010759721,$0.00 ,
2865,TRML,"Tourmaline Bio, Inc. (Biotech)",Healthcare,Biotechnology,-7.20212766,74,0,"$525,942,547.00 ",0,-986837.7862,-1.30490838,$0.00 ,
2910,RNAC,"Cartesian Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-0.381311544,37,0,"$498,942,194.00 ",0,-35364584.09,-6.944146375,$0.00 ,
2954,NGNE,Neurogene Inc. (Biotech),Healthcare,Biotechnology,-4.962138085,91,0,"$474,351,017.00 ",0,-1050484.378,0.016526001,$0.00 ,
2965,SVA,SINOVAC BIOTECH LTD (Biotech/Vaccines),Healthcare,Biotechnology,-6.47,1959,0,"$464,938,729.00 ",0,-36682.33793,-0.173058809,$0.00 ,
2971,ALMS,ALUMIS INC. (Biotech),Healthcare,Biotechnology,-2.392761394,107,0,"$462,168,497.00 ",0,-1805166.097,-0.38931928,$0.00 ,
3120,KRRO,"Korro Bio, Inc. (Biotech)",Healthcare,Biotechnology,-3.660565724,101,0,"$387,845,964.00 ",0,-1049034.313,-0.432828231,$0.00 ,
3224,CTNM,"Contineum Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-9.514388489,31,0,"$339,493,521.00 ",0,-1151036.025,1.707614437,$0.00 ,
3273,SLRN,"ACELYRIN, Inc. (Biotech)",Healthcare,Biotechnology,-1.197026022,135,0,"$322,045,080.00 ",0,-1992871.556,-0.657226099,$0.00 ,
3314,SIMA,SIM Acquisition Corp. I (SPAC-Fin),Industrials,Industrial - Machinery,61.99011125,58,0,"$307,586,991.00 ",0,85549.51549,1.227340352,$0.00 ,
3395,ARQ,"Arq, Inc. (Unknown - Possibly Energy tech?)",Industrials,Industrial - Pollution & Treatment Controls,-1381.5625,171,0,"$278,882,984.00 ",0,-1180.471128,-0.108110354,$0.00 ,
3403,SPGX,Sustainable Projects Group Inc. (Consulting Sustainability),Industrials,Conglomerates,-85.71428571,14,0,"$275,598,000.00 ",0,-229665,-7.293204711,$0.00 ,
3448,SDHC,Smith Douglas Homes Corp. (Homebuilder),Real Estate,Real Estate - Development,3.601907032,364,0,"$259,546,158.00 ",0,197961.4935,-0.111839983,$0.00 ,
3491,ARTV,"Artiva Biotherapeutics, Inc. (Biotech)",Miscellaneous,Miscellaneous,-4.369098712,82,0,"$243,849,998.00 ",0,-680639.3399,0.48735563,$0.00 ,
1065,RCM,R1 RCM Inc. (Healthcare Billing),Healthcare,Medical - Healthcare Information Services,-4.41268576,267,0,"$219,023,370.00 ",0,-185898.6322,41,$0.00 ,
5479,PNYG,Pony Group Inc. (Chinese Ride-sharing/logistics?),Industrials,Railroads,22.09302326,1248,0,"$216,097,561.00 ",0,7837.546492,0.123102718,$0.00 ,
3609,PAL,"Proficient Auto Logistics, Inc (Auto Logistics)",Industrials,Integrated Freight & Logistics,24.62480858,601,0,"$210,832,292.00 ",0,14245.89683,0,$0.00 ,
3647,LXEO,"Lexeo Therapeutics, Inc. (Gene Therapy Biotech)",Healthcare,Biotechnology,-2.151943463,69,0,"$201,421,234.00 ",0,-1356517.199,-0.132277843,$0.00 ,
3652,AUNA,AUNA S.A. (Healthcare Services Peru),Healthcare,Medical - Care Facilities,-1.354771784,14734,0,"$200,700,000.00 ",0,-10054.50198,1.200976483,$0.00 ,
3699,BTOC,Armlogi Holding Corp. (Unknown - likely SPAC-Fin),Industrials,Integrated Freight & Logistics,-1361.111111,200,0,"$189,851,040.00 ",0,-697.4119837,-0.547515017,$0.00 ,
3710,JYD,Jayud Global Logistics Ltd (Logistics/China),Industrials,Integrated Freight & Logistics,-0.807573222,175,0,"$187,734,141.00 ",0,-1328382.976,-114.5769174,$0.00 ,
3735,BIOA,"BioAge Labs, Inc. (Biotech)",Healthcare,Drug Manufacturers - Specialty & Generic,-0.557522124,56,0,"$183,186,857.00 ",0,-5867379.489,-0.210938477,$0.00 ,
3781,HURA,"TuHURA Biosciences, Inc./NV (Biotech)",Healthcare,Biotechnology,-0.5007043,11,0,"$173,763,924.00 ",0,-31549000.8,-1.996292173,$0.00 ,
3834,KYTX,"Kyverna Therapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-1.214983713,96,0,"$161,030,105.00 ",0,-1380592.109,-1.123808876,$0.00 ,
3846,GAUZ,Gauzy Ltd. (Smart Glass Tech),Miscellaneous,Miscellaneous,-1.739316239,621,0,"$158,145,834.00 ",0,-146415.6851,-0.048944241,$0.00 ,
3861,SGMT,Sagimet Biosciences Inc. (Biotech),Healthcare,Biotechnology,-3.670652174,8,0,"$155,521,510.00 ",0,-5296113.014,0.010143294,$0.00 ,
3905,UMAC,"Unusual Machines, Inc. (Drones/Tech)",Financial Services,Shell Companies,-0.036057224,3,0,"$148,323,432.00 ",0,-1371185536,-0.917924247,$0.00 ,
3939,MGX,"Metagenomi, Inc. (Biotech - Gene Editing)",Healthcare,Biotechnology,-1.4,236,0,"$139,216,968.00 ",0,-421358.862,-0.758333333,$0.00 ,
3959,TELO,"Telomir Pharmaceuticals, Inc. (Biotech/Pharma)",Healthcare,Biotechnology,-5.807985981,1,0,"$136,267,229.00 ",0,-23462045.1,-3.615186847,$0.00 ,
3985,NIPG,NIP Group Inc. (Insurance Brokerage),Communication Services,Entertainment,-3.565559484,253,0,"$132,001,620.00 ",0,-146329.2187,-0.813244585,$0.00 ,
4113,EHGO,EShallGo Inc. (E-comm platform),Miscellaneous,Miscellaneous,1100.108696,128,0,"$109,419,987.00 ",0,777.0538053,-0.30912637,$0.00 ,
4141,USGO,U.S. GoldMining Inc. (Gold Exploration),Basic Materials,Gold,-9.59178858,6,0,"$104,534,707.00 ",0,-1816392.326,-4.633763535,$0.00 ,
4174,ANRO,"Alto Neuroscience, Inc. (Biotech)",Healthcare,Biotechnology,-1.694835681,78,0,"$98,980,513.00 ",0,-748733.9039,-0.295183612,$0.00 ,
4195,LGCY,Legacy Education Inc. (For-profit Education),Consumer Defensive,Miscellaneous,4.703422277,195,0,"$96,116,672.00 ",0,104797.3117,0.716569054,$0.00 ,
4272,GUTS,"FRACTYL HEALTH, INC. (Biotech/Healthcare)",Healthcare,Biotechnology,-1.412860852,122,0,"$87,030,233.00 ",0,-504906.456,-0.029381391,$0.00 ,
4330,SHIM,Shimmick Corp (Unknown - Industrial),Industrials,Engineering & Construction,-0.616662796,1300,0,"$79,760,731.00 ",0,-99494.25984,-0.966310409,$0.00 ,
4409,ABP,"Abpro Holdings, Inc. (Biotech/Antibodies)",Healthcare,Biotechnology,-5.681246858,15,0,"$70,065,296.00 ",0,-822182.1459,0.296014384,$0.00 ,
4415,FDSB,"Fifth District Bancorp, Inc. (Bank)",Miscellaneous,Miscellaneous,-54.61652174,64,0,"$69,382,186.00 ",0,-19849.24381,-0.738786734,$0.00 ,
4416,FBLG,"FibroBiologics, Inc. (Biotech)",Healthcare,Biotechnology,-3.438297872,10,0,"$69,321,718.00 ",0,-2016163.828,-0.989926125,$0.00 ,
4446,SUUN,SolarBank Corp (Solar Projects),Utilities,Renewable Utilities,-18.63395162,15,0,"$66,343,409.00 ",0,-237356.7359,0.836478917,$0.00 ,
4458,AIRE,reAlpha Tech Corp. (PropTech - Real Estate),Real Estate,Real Estate - Services,-5.824330672,7,0,"$65,127,593.00 ",0,-1597426.791,-0.921423157,$0.00 ,
4477,MDBH,"MDB Capital Holdings, LLC (Venture Fin - IP)",Financial Services,Financial - Capital Markets,-2.335468165,40,0,"$62,144,676.00 ",0,-665227.1794,-0.393429215,$0.00 ,
4530,SMXT,"SolarMax Technology, Inc. (Solar Installer)",Energy,Solar,-1.884948338,79,0,"$57,057,853.00 ",0,-383167.6918,1.060710466,$0.00 ,
4534,BOLD,"Boundless Bio, Inc. (Biotech)",Healthcare,Biotechnology,-0.938181818,72,0,"$56,642,109.00 ",0,-838532.5139,-0.179194732,$0.00 ,
4549,ELTX,"Elicio Therapeutics, Inc. (Biotech/Immunotherapy)",Healthcare,Biotechnology,-1.221411192,32,0,"$54,765,848.00 ",0,-1401192.949,-0.506106462,$0.00 ,
4558,MURA,Mural Oncology plc (Biotech Oncology),Healthcare,Biotechnology,-0.349562363,107,0,"$53,832,102.00 ",0,-1439238.918,0.002603179,$0.00 ,
4565,PODC,"PodcastOne, Inc. (Podcasting Media)",Communication Services,Internet Content & Information,-8.292166549,40,0,"$52,598,338.00 ",0,-158578.3935,-1.730790191,$0.00 ,
4573,JUNE,Junee Ltd (Unknown - possibly Tech),Industrials,Engineering & Construction,-300.78125,24,0,"$49,962,813.00 ",0,-6921.255481,-9.526939852,$0.00 ,
4578,SER,"Serina Therapeutics, Inc. (Biotech Polymer Drug Delivery)",,,-1.074010327,9,0,"$49,172,649.00 ",0,-5087127.683,-3.386954009,$0.00 ,
4603,ORKT,ORANGEKLOUD TECHNOLOGY INC. (Cloud Tech),Miscellaneous,Miscellaneous,-30.53669725,58,0,"$46,318,002.00 ",0,-26151.69004,-1.746853749,$0.00 ,
4608,SPAI,Safe Pro Group Inc. (Security Tech?),Miscellaneous,Miscellaneous,-6.645199063,11,0,"$46,094,151.00 ",0,-630587.1839,-11.5425431,$0.00 ,
1029,LNTH,"Lantheus Holdings, Inc. (Diagnostics)",Healthcare,Drug Manufacturers - Specialty & Generic,0.531,361,0,"$43,680,252.00 ",0,227868.0376,13.41925634,$0.00 ,
4667,CDTG,CDT Environmental Technology Investment Holdings Ltd (Enviro Tech),Industrials,Waste Management,5.231530527,107,0,"$40,339,000.00 ",0,72063.04122,8.126211318,$0.00 ,
4670,QTTB,Q32 Bio Inc. (Biotech),Healthcare,Biotechnology,-0.411871127,42,0,"$40,303,500.00 ",0,-2329872.331,-1.34804334,$0.00 ,
4716,ECDA,"ECD Automotive Design, Inc. (Auto Restoration)",Consumer Cyclical,Auto - Manufacturers,-8.175231676,89,0,"$37,285,650.00 ",0,-51245.01717,-3.778344098,$0.00 ,
4723,CALC,"CalciMedica, Inc. (Biotech/Inflammation)",Healthcare,Biotechnology,-1.742516117,13,0,"$36,940,406.00 ",0,-1630727.925,0.39538419,$0.00 ,
5511,MI,NFT Ltd (NFT platform),Consumer Cyclical,Specialty Retail,66.21004566,150,0,"$36,003,500.00 ",0,3625.18,3.969851138,$0.00 ,
4804,YCQH,YCQH Agricultural Technology Co. Ltd (Agri Tech),Basic Materials,Agricultural Inputs,198,9,0,"$30,115,800.00 ",0,16900,1.0918444,$0.00 ,
4855,LRE,"LEAD REAL ESTATE CO., LTD (Real Estate Dev Japan)",Real Estate,Real Estate - Development,0.040434962,70,0,"$27,283,800.00 ",0,9639395.022,-0.043340875,$0.00 ,
4869,WLGS,"WANG & LEE GROUP, Inc. (Construction Services China)",Industrials,Engineering & Construction,-279.6296296,26,0,"$26,716,109.00 ",0,-3674.655849,-0.202100859,$0.00 ,
4874,GDHG,GOLDEN HEAVEN GROUP HOLDINGS LTD. (Amusement Parks),Consumer Cyclical,Leisure,58.13846154,610,0,"$26,638,140.00 ",0,751.1220767,-0.493920967,$0.00 ,
4881,PMEC,Primech Holdings Ltd (Industrial/Commercial Cleaning Equip),Industrials,Specialty Business Services,-7.786251343,2744,0,"$26,258,305.00 ",0,-1229.006452,-0.321641572,$0.00 ,
4897,CVKD,"Cadrenal Therapeutics, Inc. (Biotech/Cardio)",Healthcare,Biotechnology,-2.098765432,4,0,"$25,644,600.00 ",0,-3054724.412,-1.825273261,$0.00 ,
4927,PRZO,ParaZero Technologies Ltd. (Drone Safety Systems),Industrials,Aerospace & Defense,-16.92084241,14,0,"$23,775,107.00 ",0,-100362.7294,-0.522674194,$0.00 ,
5513,MOND,"Mondee Holdings, Inc. (Travel Tech Marketplace)",Consumer Cyclical,Travel Services,-0.525061728,2,0,"$23,650,717.00 ",0,-22521844.33,0.719936656,$0.00 ,
1220,CEF,Sprott Physical Gold & Silver Trust (Commodity),Financial Services,Asset Management,2.224516129,6,0,"$22,368,615.00 ",0,1675916.147,11.37714485,$0.00 ,
5020,LSH,Lakeside Holding Ltd (Unknown - Possibly Fin),Industrials,Integrated Freight & Logistics,-15.44860368,50,0,"$19,350,000.00 ",0,-25050.8077,-3.120705503,$0.00 ,
5039,CRVO,CervoMed Inc. (Biotech-Neurological),Healthcare,Biotechnology,-1.266666667,8,0,"$18,488,378.00 ",0,-1824510.986,-1.247972252,$0.00 ,
5043,CARM,Carisma Therapeutics Inc. (Cell Therapy Onc),Healthcare,Biotechnology,-0.281025641,107,0,"$18,370,044.00 ",0,-610914.5543,-0.579911684,$0.00 ,
5071,CCTG,CCSC Technology International Holdings Ltd (Unknown - Tech),Industrials,Electrical Equipment & Parts,-10.93176816,273,0,"$17,140,250.00 ",0,-5743.334254,-9.091996494,$0.00 ,
5081,PMNT,Perfect Moment Ltd. (Unknown - Possibly Lifestyle/Brand),Consumer Cyclical,Apparel - Manufacturers,-1.231382667,39,0,"$16,653,416.00 ",0,-346773.329,0.110144928,$0.00 ,
5087,NRXS,"Neuraxis, INC (Neuromodulation Device)",Healthcare,Biotechnology,-0.963265306,19,0,"$16,437,046.00 ",0,-898099.0791,-0.976282516,$0.00 ,
5090,MGIH,Millennium Group International Holdings Ltd (Paper packaging),Consumer Cyclical,Packaging & Containers,-1.847812139,498,0,"$16,378,875.00 ",0,-17799.05356,-5.400820804,$0.00 ,
5093,TURB,"Turbo Energy, S.A. (Solar/Battery Tech)",Energy,Solar,-9.742587667,38,0,"$16,250,806.00 ",0,-43895.19541,-2.581378382,$0.00 ,
5108,MSS,Maison Solutions Inc. (Grocery Retail?),Consumer Defensive,Grocery Stores,-8.543417367,363,0,"$15,755,200.00 ",0,-5080.256876,-33.32639545,$0.00 ,
5111,LOBO,LOBO EV TECHNOLOGIES LTD (EV Tech),Consumer Cyclical,Auto - Manufacturers,323.4375,85,0,"$15,623,800.00 ",0,568.2996306,-0.461609555,$0.00 ,
5116,DSY,Big Tree Cloud Holdings Ltd (Unknown - possibly Tech),Consumer Defensive,Household & Personal Products,-294.4954128,82,0,"$15,502,378.00 ",0,-641.956995,-1.039251024,$0.00 ,
5125,HRYU,"Hanryu Holdings, Inc. (K-Culture Media Platform)",Communication Services,Internet Content & Information,-6.819905213,52,0,"$15,198,315.00 ",0,-42856.20978,-0.594324829,$0.00 ,
5137,SUGP,SU Group Holdings Ltd (Unknown - Possibly Fin),Industrials,Security & Protection Services,1.132075472,405,0,"$14,602,825.00 ",0,31849.78291,8.680254261,$0.00 ,
5148,HOVR,New Horizon Aircraft Ltd. (Aerospace Startup),Industrials,Aerospace & Defense,-3057,20,0,"$14,386,350.00 ",0,-235.3017664,-0.202211548,$0.00 ,
5155,LRHC,La Rosa Holdings Corp. (Real Estate Brokerage),Real Estate,Real Estate - Services,-0.591465517,42,0,"$14,108,302.00 ",0,-567931.5915,0.415509757,$0.00 ,
5161,WBUY,WEBUY GLOBAL LTD (Social e-comm platform),Consumer Cyclical,Specialty Retail,-1.770875764,218,0,"$13,913,626.00 ",0,-36040.90912,0.300778664,$0.00 ,
5162,INHD,INNO HOLDINGS INC. (Unknown - Possibly Fin),Basic Materials,Steel,-23.05327869,11,0,"$13,878,975.00 ",0,-54730.82666,0.15323915,$0.00 ,
5182,ZKH,ZKH Group Ltd (Industrial Supply E-comm China),Consumer Cyclical,Specialty Retail,-2.601503759,3476,0,"$13,161,762.00 ",0,-1455.49195,0.418520474,$0.00 ,
5226,INTJ,Intelligent Group Ltd (Unknown - Possibly Tech),Industrials,Consulting Services,52.5862069,17,0,"$11,681,250.00 ",0,13066.77917,0.086057989,$0.00 ,
5252,TSBX,Turnstone Biologics Corp. (Biotech/Oncology),Healthcare,Biotechnology,-0.117048346,80,0,"$10,562,765.00 ",0,-1128034.415,-0.866565484,$0.00 ,
5273,MNDR,Mobile-health Network Solutions (Unknown - Healthcare IT?),Healthcare,Medical - Care Facilities,-0.902409271,73,0,"$10,019,810.00 ",0,-152101.3532,-5.516509395,$0.00 ,
5278,GVH,Globavend Holdings Ltd (Unknown - Possibly Fin),Industrials,Integrated Freight & Logistics,12.36263736,7,0,"$9,835,313.00 ",0,113652.5058,0.403495826,$0.00 ,
5292,FLYE,"Fly-E Group, Inc. (Unknown - possibly travel/tech)",Consumer Cyclical,Auto - Manufacturers,-15.21176471,57,0,"$9,606,336.00 ",0,-11079.07029,0.410043764,$0.00 ,
5313,JL,J-Long Group Ltd (Unknown - Possibly Ind),Consumer Cyclical,Consumer Cyclical,172.5903614,62,0,"$9,106,000.00 ",0,850.9801275,-0.521715946,$0.00 ,
5320,NCL,Northann Corp. (3D printing building materials),Consumer Cyclical,"Furnishings, Fixtures & Appliances",-1.315684316,73,0,"$8,934,744.00 ",0,-93026.68728,-3.293313403,$0.00 ,
5328,GSIW,Garden Stage Ltd (Unknown - Possibly Fin),Financial Services,Financial - Capital Markets,3.68E-08,13,0,"$8,735,938.00 ",0,1.82542E+13,-171.6837358,$0.00 ,
5329,ROMA,Roma Green Finance Ltd (SPAC-Fin),Industrials,Consulting Services,-1.402055388,14,0,"$8,734,137.00 ",0,-444965.9649,-3.490082234,$0.00 ,
5364,TESI,Titan Environmental Solutions Inc. (Unknown - Environmental),Industrials,Waste Management,-0.286020846,39,0,"$7,777,413.00 ",0,-697224.8664,-27.30795475,$0.00 ,
5526,XHG,XChange TEC.INC (Unknown - possibly Tech),Real Estate,Real Estate - Services,0.053684211,275,0,"$6,668,840.00 ",0,451721.7785,0.139079773,$0.00 ,
5465,TWG,Top Wealth Group Holding Ltd (Unknown - Possibly Fin),Consumer Defensive,Food Distribution,2.096452328,12,0,"$5,431,700.00 ",0,215908.3995,9.456857359,$0.00 ,
5475,AMIX,"Autonomix Medical, Inc. (Biotech/Med Device)",Healthcare,Medical - Devices,-1.058631922,5,0,"$5,108,506.00 ",0,-965114.6718,-2.754873196,$0.00 ,
5487,GRAM,Gold Flora Corp. (Cannabis),Consumer Defensive,Tobacco,-0.032407407,389,0,"$4,642,911.00 ",0,-368295.5522,-3.672513247,$0.00 ,
5494,DDC,DDC Enterprise Ltd (Unknown - possibly Fin),Consumer Defensive,Packaged Foods,-0.049822064,104,0,"$4,275,807.00 ",0,-825207.2585,0.295860737,$0.00 ,
4594,JANL,JANEL CORP (Logistics),Industrials,Integrated Freight & Logistics,210.5263158,316,-0.006,"$47,454,000.00 ",-4.279870253,713.3117088,0.445940746,"($1,352.44)",
4264,BYNO,byNordic Acquisition Corp (SPAC-Fin),Financial Services,Shell Companies,1843.548387,5,-0.001,"$87,985,797.00 ",-9.545265817,9545.265817,-0.255279184,($47.73),
2786,CCRN,CROSS COUNTRY HEALTHCARE INC (Nurse Staffing),Healthcare,Medical - Care Facilities,-332.4675325,13131,0.65,"$579,056,556.00 ",-86.2158865,-132.6398254,-0.587295136,"($1,132,100.81)",
1710,SEB,SEABOARD CORP /DE/ (Agri-Business & Food),Industrials,Conglomerates,-737.1671733,12847,0.371,"$2,375,289,867.00 ",-93.05137909,-250.8123426,-1.132420091,"($1,195,431.07)",
3119,SGU,"STAR GROUP, L.P. (Heating Oil & Propane Distribution)",Energy,Oil & Gas Refining & Marketing,-563,3052,0.42,"$388,309,817.00 ",-94.91497474,-225.9880351,-0.023071389,"($289,680.50)",
2352,BLMN,"Bloomin' Brands, Inc. (Casual Dining)",Consumer Cyclical,Restaurants,-244.1478439,87000,2.045,"$1,008,249,947.00 ",-97.07097108,-47.46746752,-0.015970535,"($8,445,174.48)",
2400,AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/ (Wind Grid Tech),Industrials,Industrial - Machinery,-8.752825149,790,0.002,"$373,651,874.00 ",-108.074147,-54037.07348,0.15890659,"($85,378.58)",
3417,DBI,Designer Brands Inc. (Footwear Retail),Consumer Cyclical,Apparel - Retail,-331.402439,14000,2.059,"$271,274,982.00 ",-120.3877656,-58.46904593,-0.343373057,"($1,685,428.72)",
4064,APXI,APx Acquisition Corp. I (SPAC-Fin),Financial Services,Shell Companies,-2288.461538,2,0.005,"$117,930,428.00 ",-128.83156,-25766.31201,-0.559584195,($257.66),
5340,HIHO,HIGHWAY HOLDINGS LTD (Electronic Manufacturing),Industrials,Manufacturing - Metal Fabrication,-16.16766467,374,0.093,"$8,385,467.00 ",-128.9707744,-1386.78252,-0.490310078,"($48,235.07)",
4600,TCBS,"Texas Community Bancshares, Inc. (Bank)",Financial Services,Banks - Regional,-21.41428571,62,0.005,"$46,703,594.00 ",-175.8834697,-35176.69393,-1,"($10,904.78)",
1251,IRT,"INDEPENDENCE REALTY TRUST, INC. (Residential REIT)",Real Estate,REIT - Residential,-28985.71429,952,1.158,"$4,550,335,855.00 ",-190.9550097,-164.9006992,0.598300485,"($181,789.17)",
4104,WMPN,William Penn Bancorporation (Bank),Financial Services,Banks - Regional,-2892.857143,90,0.464,"$111,235,298.00 ",-198.2399165,-427.2411994,-1,"($17,841.59)",
3795,LAKE,LAKELAND INDUSTRIES INC (Protective Clothing),Consumer Cyclical,Apparel - Manufacturers,-257.4660633,1700,0.572,"$170,625,024.00 ",-222.9820173,-389.8287017,0.621783662,"($379,069.43)",
4982,PAYD,PAID INC (E-comm Solutions),Technology,Software - Application,13.34355828,27,-0.004,"$21,040,254.00 ",-233.6014578,58400.36445,-10.9642839,"($6,307.24)",
4618,CFSB,"CFSB Bancorp, Inc. (Bank)",Financial Services,Banks - Regional,-435.0649351,27,0.101,"$45,130,486.00 ",-388.0373572,-3841.954032,-1,"($10,477.01)",
4983,LNBY,Landbay Inc (Unknown - Possibly Fin/Real Estate),Consumer Cyclical,Specialty Retail,-437.5,1,0.009,"$21,000,000.00 ",-432,-48000,-0.090400424,($432.00),
4282,TRX,TRX GOLD Corp (Gold Mining),Basic Materials,Gold,-188.8235294,130,0.13,"$86,102,694.00 ",-455.9955757,-3507.658275,-1,"($59,279.42)",
4306,BLEU,bleuacacia ltd (SPAC-Fin),Financial Services,Shell Companies,-633.908046,4,0.015,"$83,336,790.00 ",-492.9941566,-32866.27711,-0.75811837,"($1,971.98)",
1934,GLPG,GALAPAGOS NV (Biotech),Healthcare,Biotechnology,-188.6428571,1123,0.06,"$1,743,966,725.00 ",-493.9344562,-8232.240936,0.670069528,"($554,688.39)",
2547,ASTE,ASTEC INDUSTRIES INC (Road-Building Equip),Industrials,Agricultural - Machinery,-424.375,4322,1.258,"$773,893,092.00 ",-530.7952857,-421.9358392,2.056603774,"($2,294,097.22)",
2125,MODG,Topgolf Callaway Brands Corp. (Golf Equipment),Consumer Cyclical,Leisure,-138.7453875,32000,1.759,"$1,366,731,440.00 ",-541.4775957,-307.8326298,-0.074376947,"($17,327,283.06)",
